,filename,width,height,class,xmin,ymin,xmax,ymax
1852,T0001_XM_20130809120252_01jpg,3648,2736,Maize,369,538,189,454
1853,T0001_XM_20130809120252_01jpg,3648,2736,Maize,582,765,237,474
1854,T0001_XM_20130809120252_01jpg,3648,2736,Maize,1133,1316,155,377
1855,T0001_XM_20130809120252_01jpg,3648,2736,Maize,1664,1805,15,160
1856,T0001_XM_20130809120252_01jpg,3648,2736,Maize,2090,2230,87,295
1857,T0001_XM_20130809120252_01jpg,3648,2736,Maize,2404,2597,44,222
1858,T0001_XM_20130809120252_01jpg,3648,2736,Maize,3076,3153,10,189
1859,T0001_XM_20130809120252_01jpg,3648,2736,Maize,3255,3361,29,198
1860,T0001_XM_20130809120252_01jpg,3648,2736,Maize,2733,2887,155,377
1861,T0001_XM_20130809120252_01jpg,3648,2736,Maize,736,925,754,909
1862,T0001_XM_20130809120252_01jpg,3648,2736,Maize,968,1142,725,933
1863,T0001_XM_20130809120252_01jpg,3648,2736,Maize,1283,1428,657,880
1864,T0001_XM_20130809120252_01jpg,3648,2736,Maize,1495,1597,488,764
1865,T0001_XM_20130809120252_01jpg,3648,2736,Maize,1751,1906,899,1073
1866,T0001_XM_20130809120252_01jpg,3648,2736,Maize,2433,2597,706,996
1867,T0001_XM_20130809120252_01jpg,3648,2736,Maize,2800,2999,532,817
1868,T0001_XM_20130809120252_01jpg,3648,2736,Maize,3361,3463,474,764
1869,T0001_XM_20130809120252_01jpg,3648,2736,Maize,3526,3642,508,725
1870,T0001_XM_20130809120252_01jpg,3648,2736,Maize,490,649,1518,1803
1871,T0001_XM_20130809120252_01jpg,3648,2736,Maize,703,838,1445,1692
1872,T0001_XM_20130809120252_01jpg,3648,2736,Maize,819,1012,1315,1716
1873,T0001_XM_20130809120252_01jpg,3648,2736,Maize,1283,1442,1653,1924
1874,T0001_XM_20130809120252_01jpg,3648,2736,Maize,1945,2211,1460,1745
1875,T0001_XM_20130809120252_01jpg,3648,2736,Maize,2298,2448,1648,1760
1876,T0001_XM_20130809120252_01jpg,3648,2736,Maize,2506,2655,1247,1508
1877,T0001_XM_20130809120252_01jpg,3648,2736,Maize,2868,3061,1383,1619
1878,T0001_XM_20130809120252_01jpg,3648,2736,Maize,3129,3342,1179,1460
1879,T0001_XM_20130809120252_01jpg,3648,2736,Maize,3526,3627,1431,1634
1880,T0001_XM_20130809120252_01jpg,3648,2736,Maize,1408,1558,2567,2659
1881,T0001_XM_20130809120252_01jpg,3648,2736,Maize,1606,1766,2402,2615
1882,T0001_XM_20130809120252_01jpg,3648,2736,Maize,1930,2100,2407,2605
1883,T0001_XM_20130809120252_01jpg,3648,2736,Maize,2293,2448,2402,2605
1884,T0001_XM_20130809120252_01jpg,3648,2736,Maize,2385,2568,2175,2330
1885,T0001_XM_20130809120252_01jpg,3648,2736,Maize,3023,3236,2330,2567
1886,T0001_XM_20130809120252_01jpg,3648,2736,Maize,3511,3648,2398,2663
1887,T0001_XM_20130809120252_01jpg,3648,2736,Maize,2269,2375,923,1112
1888,T0001_XM_20130809120252_01jpg,3648,2736,Maize,1795,1974,164,343
1889,T0001_XM_20130809120252_01jpg,3648,2736,Maize,3061,3134,435,585
1890,T0001_XM_20130810100251_01jpg,3648,2736,Maize,142,316,222,377
1891,T0001_XM_20130810100251_01jpg,3648,2736,Maize,84,282,725,880
1892,T0001_XM_20130810100251_01jpg,3648,2736,Maize,6,161,928,1039
1893,T0001_XM_20130810100251_01jpg,3648,2736,Maize,45,325,1494,1745
1894,T0001_XM_20130810100251_01jpg,3648,2736,Maize,422,548,2446,2630
1895,T0001_XM_20130810100251_01jpg,3648,2736,Maize,466,635,1552,1692
1896,T0001_XM_20130810100251_01jpg,3648,2736,Maize,529,674,667,851
1897,T0001_XM_20130810100251_01jpg,3648,2736,Maize,383,485,174,450
1898,T0001_XM_20130810100251_01jpg,3648,2736,Maize,577,775,135,440
1899,T0001_XM_20130810100251_01jpg,3648,2736,Maize,1094,1215,314,454
1900,T0001_XM_20130810100251_01jpg,3648,2736,Maize,1138,1336,102,256
1901,T0001_XM_20130810100251_01jpg,3648,2736,Maize,1708,1940,116,334
1902,T0001_XM_20130810100251_01jpg,3648,2736,Maize,2090,2225,39,338
1903,T0001_XM_20130810100251_01jpg,3648,2736,Maize,2361,2578,10,285
1904,T0001_XM_20130810100251_01jpg,3648,2736,Maize,3197,3410,19,222
1905,T0001_XM_20130810100251_01jpg,3648,2736,Maize,2999,3207,348,570
1906,T0001_XM_20130810100251_01jpg,3648,2736,Maize,2810,2950,488,793
1907,T0001_XM_20130810100251_01jpg,3648,2736,Maize,2438,2617,662,947
1908,T0001_XM_20130810100251_01jpg,3648,2736,Maize,2249,2361,880,1107
1909,T0001_XM_20130810100251_01jpg,3648,2736,Maize,1761,1897,831,1126
1910,T0001_XM_20130810100251_01jpg,3648,2736,Maize,1452,1582,522,783
1911,T0001_XM_20130810100251_01jpg,3648,2736,Maize,1297,1399,604,914
1912,T0001_XM_20130810100251_01jpg,3648,2736,Maize,964,1109,696,928
1913,T0001_XM_20130810100251_01jpg,3648,2736,Maize,770,901,677,976
1914,T0001_XM_20130810100251_01jpg,3648,2736,Maize,640,799,1450,1760
1915,T0001_XM_20130810100251_01jpg,3648,2736,Maize,848,1036,1339,1668
1916,T0001_XM_20130810100251_01jpg,3648,2736,Maize,1935,2129,1455,1706
1917,T0001_XM_20130810100251_01jpg,3648,2736,Maize,2259,2481,1571,1856
1918,T0001_XM_20130810100251_01jpg,3648,2736,Maize,2370,2641,1228,1479
1919,T0001_XM_20130810100251_01jpg,3648,2736,Maize,2907,3071,1344,1615
1920,T0001_XM_20130810100251_01jpg,3648,2736,Maize,3119,3269,1179,1479
1921,T0001_XM_20130810100251_01jpg,3648,2736,Maize,3458,3637,1416,1677
1922,T0001_XM_20130810100251_01jpg,3648,2736,Maize,3429,3617,2330,2610
1923,T0001_XM_20130810100251_01jpg,3648,2736,Maize,3003,3226,2282,2634
1924,T0001_XM_20130810100251_01jpg,3648,2736,Maize,2346,2564,2166,2427
1925,T0001_XM_20130810100251_01jpg,3648,2736,Maize,2133,2452,2388,2649
1926,T0001_XM_20130810100251_01jpg,3648,2736,Maize,1843,2071,2359,2649
1927,T0001_XM_20130810100251_01jpg,3648,2736,Maize,1515,1737,2330,2586
1928,T0001_XM_20130810100251_01jpg,3648,2736,Maize,1341,1476,2543,2692
1929,T0001_XM_20130810100251_01jpg,3648,2736,Maize,983,1128,2485,2678
1930,T0001_XM_20130810100251_01jpg,3648,2736,Maize,625,814,2533,2688
1931,T0001_XM_20130810100251_01jpg,3648,2736,Maize,1283,1452,1595,1987
1932,T0001_YM_20100802100242_02jpg,3648,2736,Maize,1447,1650,575,788
1933,T0001_YM_20100802100242_02jpg,3648,2736,Maize,2492,2668,2552,2686
1934,T0001_YM_20100802100242_02jpg,3648,2736,Maize,1492,1575,220,343
1935,T0001_YM_20100802100242_02jpg,3648,2736,Maize,982,1167,711,825
1936,T0001_YM_20100802160236_02jpg,3648,2736,Maize,1360,1611,459,744
1937,T0001_YM_20100802160236_02jpg,3648,2736,Maize,3003,3226,1131,1305
1938,T0001_YM_20100802160236_02jpg,3648,2736,Maize,1631,1737,1092,1266
1939,T0001_YM_20100802160236_02jpg,3648,2736,Maize,2008,2138,1131,1315
1940,T0001_YM_20100802160236_02jpg,3648,2736,Maize,2530,2670,2441,2625
1941,T0001_YM_20100802160236_02jpg,3648,2736,Maize,683,848,1054,1247
1942,T0001_YM_20100802160236_02jpg,3648,2736,Maize,2141,2236,1580,1787
1943,T0001_YM_20100802160236_02jpg,3648,2736,Maize,2335,2429,1875,1987
1944,T0001_YM_20100802160236_02jpg,3648,2736,Maize,267,418,657,784
1945,T0001_YM_20100802160236_02jpg,3648,2736,Maize,284,407,287,512
1946,T0001_YM_20100802160236_02jpg,3648,2736,Maize,677,765,17,160
1947,T0001_YM_20100802160236_02jpg,3648,2736,Maize,1451,1556,191,358
1948,T0001_YM_20100803100239_02jpg,3648,2736,Maize,451,636,225,358
1949,T0001_YM_20100803100239_02jpg,3648,2736,Maize,338,443,626,862
1950,T0001_YM_20100803100239_02jpg,3648,2736,Maize,670,835,256,461
1951,T0001_YM_20100803100239_02jpg,3648,2736,Maize,1216,1356,210,341
1952,T0001_YM_20100803100239_02jpg,3648,2736,Maize,926,1145,557,827
1953,T0001_YM_20100803100239_02jpg,3648,2736,Maize,1393,1543,449,665
1954,T0001_YM_20100803100239_02jpg,3648,2736,Maize,1398,1592,162,347
1955,T0001_YM_20100803100239_02jpg,3648,2736,Maize,1597,1771,1029,1263
1956,T0001_YM_20100803100239_02jpg,3648,2736,Maize,690,847,1032,1203
1957,T0001_YM_20100803100239_02jpg,3648,2736,Maize,2012,2106,1135,1325
1958,T0001_YM_20100803100239_02jpg,3648,2736,Maize,2263,2342,677,887
1959,T0001_YM_20100803100239_02jpg,3648,2736,Maize,1757,1913,395,577
1960,T0001_YM_20100803100239_02jpg,3648,2736,Maize,2517,2634,345,536
1961,T0001_YM_20100803100239_02jpg,3648,2736,Maize,3024,3160,1056,1255
1962,T0001_YM_20100803100239_02jpg,3648,2736,Maize,2964,3041,280,479
1963,T0001_YM_20100803100239_02jpg,3648,2736,Maize,2594,2711,675,848
1964,T0001_YM_20100803100239_02jpg,3648,2736,Maize,2749,2821,1806,1960
1965,T0001_YM_20100803100239_02jpg,3648,2736,Maize,2542,2622,1855,2034
1966,T0001_YM_20100803100239_02jpg,3648,2736,Maize,2303,2442,1863,2025
1967,T0001_YM_20100803100239_02jpg,3648,2736,Maize,2110,2209,1556,1781
1968,T0001_YM_20100803100239_02jpg,3648,2736,Maize,2110,2218,2503,2656
1969,T0001_YM_20100803100239_02jpg,3648,2736,Maize,1350,1476,2301,2460
1970,T0001_YM_20100803100239_02jpg,3648,2736,Maize,1814,1931,2506,2665
1971,T0001_YM_20100803100239_02jpg,3648,2736,Maize,2505,2641,2531,2673
1972,T0001_YM_20100803100239_02jpg,3648,2736,Maize,3318,3500,2432,2634
1973,T0001_YM_20100803100239_02jpg,3648,2736,Maize,803,911,2204,2451
1974,T0001_YM_20100803100239_02jpg,3648,2736,Maize,442,524,2383,2516
1975,T0001_YM_20100803100239_02jpg,3648,2736,Maize,499,661,1069,1359
1976,T0001_YM_20100803150236_02jpg,3648,2736,Maize,799,901,2311,2436
1977,T0001_YM_20100803150236_02jpg,3648,2736,Maize,1365,1510,2296,2543
1978,T0001_YM_20100803150236_02jpg,3648,2736,Maize,1839,1959,2499,2644
1979,T0001_YM_20100803150236_02jpg,3648,2736,Maize,2085,2201,2514,2659
1980,T0001_YM_20100803150236_02jpg,3648,2736,Maize,2525,2617,2489,2659
1981,T0001_YM_20100803150236_02jpg,3648,2736,Maize,2723,2965,1750,2040
1982,T0001_YM_20100803150236_02jpg,3648,2736,Maize,2539,2680,1856,2045
1983,T0001_YM_20100803150236_02jpg,3648,2736,Maize,2303,2472,1876,2030
1984,T0001_YM_20100803150236_02jpg,3648,2736,Maize,2090,2269,1571,1856
1985,T0001_YM_20100803150236_02jpg,3648,2736,Maize,471,649,1160,1387
1986,T0001_YM_20100803150236_02jpg,3648,2736,Maize,296,437,561,754
1987,T0001_YM_20100803150236_02jpg,3648,2736,Maize,248,379,261,421
1988,T0001_YM_20100803150236_02jpg,3648,2736,Maize,456,587,193,324
1989,T0001_YM_20100803150236_02jpg,3648,2736,Maize,935,1113,546,769
1990,T0001_YM_20100803150236_02jpg,3648,2736,Maize,1374,1587,454,725
1991,T0001_YM_20100803150236_02jpg,3648,2736,Maize,1408,1563,140,329
1992,T0001_YM_20100803150236_02jpg,3648,2736,Maize,1602,1718,986,1237
1993,T0001_YM_20100803150236_02jpg,3648,2736,Maize,1341,1461,1208,1445
1994,T0001_YM_20100803150236_02jpg,3648,2736,Maize,1447,1568,1078,1281
1995,T0001_YM_20100803150236_02jpg,3648,2736,Maize,2162,2206,667,904
1996,T0001_YM_20100803150236_02jpg,3648,2736,Maize,2274,2361,648,860
1997,T0001_YM_20100803150236_02jpg,3648,2736,Maize,2037,2138,1005,1363
1998,T0001_YM_20100803150236_02jpg,3648,2736,Maize,3066,3187,1078,1271
1999,T0001_YM_20100803150236_02jpg,3648,2736,Maize,451,529,2315,2547
2000,T0001_YM_20100803150236_02jpg,3648,2736,Maize,674,843,981,1266
2001,T0001_YM_20100803150236_02jpg,3648,2736,Maize,1085,1216,1637,1819
2002,T0001_YM_20100803150236_02jpg,3648,2736,Maize,1792,1891,392,543
2003,T0001_YM_20100803150236_02jpg,3648,2736,Maize,2540,2614,350,500
2004,T0001_YM_20100803150236_02jpg,3648,2736,Maize,2765,2864,1029,1217
2005,T0001_YM_20100803150236_02jpg,3648,2736,Maize,3388,3479,2452,2591
2006,T0001_YM_20100803150236_02jpg,3648,2736,Maize,2631,2745,2577,2713
2007,T0001_YM_20100803150236_02jpg,3648,2736,Maize,430,561,1812,1977
2008,T0001_YM_20100803160242_02jpg,3648,2736,Maize,484,609,145,367
2009,T0001_YM_20100803160242_02jpg,3648,2736,Maize,334,447,606,822
2010,T0001_YM_20100803160242_02jpg,3648,2736,Maize,672,789,247,421
2011,T0001_YM_20100803160242_02jpg,3648,2736,Maize,1215,1354,188,344
2012,T0001_YM_20100803160242_02jpg,3648,2736,Maize,1440,1542,156,333
2013,T0001_YM_20100803160242_02jpg,3648,2736,Maize,959,1135,506,788
2014,T0001_YM_20100803160242_02jpg,3648,2736,Maize,1377,1565,475,660
2015,T0001_YM_20100803160242_02jpg,3648,2736,Maize,447,553,1061,1291
2016,T0001_YM_20100803160242_02jpg,3648,2736,Maize,703,831,992,1214
2017,T0001_YM_20100803160242_02jpg,3648,2736,Maize,1352,1482,1203,1399
2018,T0001_YM_20100803160242_02jpg,3648,2736,Maize,1468,1542,1075,1265
2019,T0001_YM_20100803160242_02jpg,3648,2736,Maize,1565,1724,1021,1251
2020,T0001_YM_20100803160242_02jpg,3648,2736,Maize,1815,1892,381,532
2021,T0001_YM_20100803160242_02jpg,3648,2736,Maize,2142,2233,620,836
2022,T0001_YM_20100803160242_02jpg,3648,2736,Maize,2028,2105,1092,1379
2023,T0001_YM_20100803160242_02jpg,3648,2736,Maize,2517,2634,336,552
2024,T0001_YM_20100803160242_02jpg,3648,2736,Maize,2586,2674,660,859
2025,T0001_YM_20100803160242_02jpg,3648,2736,Maize,2771,2861,1041,1226
2026,T0001_YM_20100803160242_02jpg,3648,2736,Maize,3072,3166,1055,1297
2027,T0001_YM_20100803160242_02jpg,3648,2736,Maize,2984,3052,728,904
2028,T0001_YM_20100803160242_02jpg,3648,2736,Maize,2921,3046,225,381
2029,T0001_YM_20100803160242_02jpg,3648,2736,Maize,3518,3638,1690,1917
2030,T0001_YM_20100803160242_02jpg,3648,2736,Maize,3370,3470,2457,2619
2031,T0001_YM_20100803160242_02jpg,3648,2736,Maize,2691,2805,1769,1946
2032,T0001_YM_20100803160242_02jpg,3648,2736,Maize,2549,2631,1860,2037
2033,T0001_YM_20100803160242_02jpg,3648,2736,Maize,2256,2412,1846,2059
2034,T0001_YM_20100803160242_02jpg,3648,2736,Maize,2062,2207,1584,1866
2035,T0001_YM_20100803160242_02jpg,3648,2736,Maize,2051,2173,2477,2642
2036,T0001_YM_20100803160242_02jpg,3648,2736,Maize,1801,1869,2429,2654
2037,T0001_YM_20100803160242_02jpg,3648,2736,Maize,2608,2708,2628,2708
2038,T0001_YM_20100803160242_02jpg,3648,2736,Maize,2483,2571,2474,2617
2039,T0001_YM_20100803160242_02jpg,3648,2736,Maize,1005,1175,1573,1869
2040,T0001_YM_20100803160242_02jpg,3648,2736,Maize,760,897,2270,2440
2041,T0001_YM_20100803160242_02jpg,3648,2736,Maize,1187,1414,2327,2548
2042,T0001_YM_20100803160242_02jpg,3648,2736,Maize,379,533,2403,2585
2043,T0001_YM_20100803160242_02jpg,3648,2736,Maize,331,518,1798,2022
2044,T0001_YM_20100804100237_02jpg,3648,2736,Maize,160,346,142,394
2045,T0001_YM_20100804100237_02jpg,3648,2736,Maize,422,578,97,311
2046,T0001_YM_20100804100237_02jpg,3648,2736,Maize,198,391,532,746
2047,T0001_YM_20100804100237_02jpg,3648,2736,Maize,350,478,925,1039
2048,T0001_YM_20100804100237_02jpg,3648,2736,Maize,101,226,1229,1367
2049,T0001_YM_20100804100237_02jpg,3648,2736,Maize,264,436,1205,1353
2050,T0001_YM_20100804100237_02jpg,3648,2736,Maize,419,533,1067,1246
2051,T0001_YM_20100804100237_02jpg,3648,2736,Maize,598,740,974,1212
2052,T0001_YM_20100804100237_02jpg,3648,2736,Maize,668,802,166,449
2053,T0001_YM_20100804100237_02jpg,3648,2736,Maize,920,1116,463,722
2054,T0001_YM_20100804100237_02jpg,3648,2736,Maize,1192,1351,100,407
2055,T0001_YM_20100804100237_02jpg,3648,2736,Maize,1427,1610,97,287
2056,T0001_YM_20100804100237_02jpg,3648,2736,Maize,1469,1596,487,684
2057,T0001_YM_20100804100237_02jpg,3648,2736,Maize,2100,2256,535,739
2058,T0001_YM_20100804100237_02jpg,3648,2736,Maize,2463,2656,142,394
2059,T0001_YM_20100804100237_02jpg,3648,2736,Maize,2283,2380,539,839
2060,T0001_YM_20100804100237_02jpg,3648,2736,Maize,2601,2732,611,818
2061,T0001_YM_20100804100237_02jpg,3648,2736,Maize,1983,2121,988,1219
2062,T0001_YM_20100804100237_02jpg,3648,2736,Maize,1766,1855,290,483
2063,T0001_YM_20100804100237_02jpg,3648,2736,Maize,1603,1731,991,1215
2064,T0001_YM_20100804100237_02jpg,3648,2736,Maize,1465,1548,1039,1243
2065,T0001_YM_20100804100237_02jpg,3648,2736,Maize,1334,1406,1139,1233
2066,T0001_YM_20100804100237_02jpg,3648,2736,Maize,1068,1192,1081,1291
2067,T0001_YM_20100804100237_02jpg,3648,2736,Maize,968,1175,1543,1716
2068,T0001_YM_20100804100237_02jpg,3648,2736,Maize,630,823,1554,1799
2069,T0001_YM_20100804100237_02jpg,3648,2736,Maize,253,474,1764,1875
2070,T0001_YM_20100804100237_02jpg,3648,2736,Maize,2107,2207,1568,1823
2071,T0001_YM_20100804100237_02jpg,3648,2736,Maize,2273,2460,1802,2020
2072,T0001_YM_20100804100237_02jpg,3648,2736,Maize,2515,2649,1775,1989
2073,T0001_YM_20100804100237_02jpg,3648,2736,Maize,2725,2843,1733,1947
2074,T0001_YM_20100804100237_02jpg,3648,2736,Maize,3070,3215,262,456
2075,T0001_YM_20100804100237_02jpg,3648,2736,Maize,2939,3087,142,363
2076,T0001_YM_20100804100237_02jpg,3648,2736,Maize,2763,2880,587,773
2077,T0001_YM_20100804100237_02jpg,3648,2736,Maize,2987,3091,646,860
2078,T0001_YM_20100804100237_02jpg,3648,2736,Maize,2701,2949,974,1215
2079,T0001_YM_20100804100237_02jpg,3648,2736,Maize,3042,3187,970,1229
2080,T0001_YM_20100804100237_02jpg,3648,2736,Maize,2535,2642,1046,1274
2081,T0001_YM_20100804100237_02jpg,3648,2736,Maize,3335,3501,2406,2579
2082,T0001_YM_20100804100237_02jpg,3648,2736,Maize,2582,2759,2606,2736
2083,T0001_YM_20100804100237_02jpg,3648,2736,Maize,2493,2672,2478,2592
2084,T0001_YM_20100804100237_02jpg,3648,2736,Maize,1985,2141,2434,2679
2085,T0001_YM_20100804100237_02jpg,3648,2736,Maize,1830,1899,2420,2592
2086,T0001_YM_20100804100237_02jpg,3648,2736,Maize,1319,1436,2223,2413
2087,T0001_YM_20100804100237_02jpg,3648,2736,Maize,699,889,2271,2423
2088,T0001_YM_20100804100237_02jpg,3648,2736,Maize,388,547,2306,2547
2089,T0001_YM_20100804110241_02jpg,3648,2736,Maize,174,342,191,395
2090,T0001_YM_20100804110241_02jpg,3648,2736,Maize,413,541,97,290
2091,T0001_YM_20100804110241_02jpg,3648,2736,Maize,655,820,230,427
2092,T0001_YM_20100804110241_02jpg,3648,2736,Maize,206,393,583,788
2093,T0001_YM_20100804110241_02jpg,3648,2736,Maize,322,516,927,1223
2094,T0001_YM_20100804110241_02jpg,3648,2736,Maize,575,729,941,1231
2095,T0001_YM_20100804110241_02jpg,3648,2736,Maize,902,1047,438,614
2096,T0001_YM_20100804110241_02jpg,3648,2736,Maize,982,1187,628,810
2097,T0001_YM_20100804110241_02jpg,3648,2736,Maize,959,1059,156,392
2098,T0001_YM_20100804110241_02jpg,3648,2736,Maize,1187,1369,108,316
2099,T0001_YM_20100804110241_02jpg,3648,2736,Maize,1434,1556,105,353
2100,T0001_YM_20100804110241_02jpg,3648,2736,Maize,1414,1553,449,688
2101,T0001_YM_20100804110241_02jpg,3648,2736,Maize,1593,1724,995,1154
2102,T0001_YM_20100804110241_02jpg,3648,2736,Maize,1468,1585,1106,1285
2103,T0001_YM_20100804110241_02jpg,3648,2736,Maize,1281,1431,1152,1305
2104,T0001_YM_20100804110241_02jpg,3648,2736,Maize,1016,1221,1089,1243
2105,T0001_YM_20100804110241_02jpg,3648,2736,Maize,1713,1869,327,526
2106,T0001_YM_20100804110241_02jpg,3648,2736,Maize,2108,2213,563,762
2107,T0001_YM_20100804110241_02jpg,3648,2736,Maize,1986,2125,1075,1223
2108,T0001_YM_20100804110241_02jpg,3648,2736,Maize,2498,2640,191,412
2109,T0001_YM_20100804110241_02jpg,3648,2736,Maize,2950,3063,188,324
2110,T0001_YM_20100804110241_02jpg,3648,2736,Maize,3063,3262,259,435
2111,T0001_YM_20100804110241_02jpg,3648,2736,Maize,2574,2702,603,810
2112,T0001_YM_20100804110241_02jpg,3648,2736,Maize,2253,2426,572,734
2113,T0001_YM_20100804110241_02jpg,3648,2736,Maize,2753,2822,589,793
2114,T0001_YM_20100804110241_02jpg,3648,2736,Maize,3009,3115,657,867
2115,T0001_YM_20100804110241_02jpg,3648,2736,Maize,2697,2904,975,1228
2116,T0001_YM_20100804110241_02jpg,3648,2736,Maize,3007,3180,1038,1211
2117,T0001_YM_20100804110241_02jpg,3648,2736,Maize,2070,2246,1550,1815
2118,T0001_YM_20100804110241_02jpg,3648,2736,Maize,2536,2670,1778,1926
2119,T0001_YM_20100804110241_02jpg,3648,2736,Maize,2749,2872,1792,1971
2120,T0001_YM_20100804110241_02jpg,3648,2736,Maize,3318,3546,2381,2545
2121,T0001_YM_20100804110241_02jpg,3648,2736,Maize,2533,2647,2472,2619
2122,T0001_YM_20100804110241_02jpg,3648,2736,Maize,2636,2798,2622,2725
2123,T0001_YM_20100804110241_02jpg,3648,2736,Maize,2044,2198,2381,2628
2124,T0001_YM_20100804110241_02jpg,3648,2736,Maize,1285,1444,2304,2497
2125,T0001_YM_20100804110241_02jpg,3648,2736,Maize,2337,2442,1798,2014
2126,T0001_YM_20100804110241_02jpg,3648,2736,Maize,1760,1891,1485,1695
2127,T0001_YM_20100804110241_02jpg,3648,2736,Maize,971,1164,1502,1764
2128,T0001_YM_20100804110241_02jpg,3648,2736,Maize,661,845,1525,1764
2129,T0001_YM_20100804110241_02jpg,3648,2736,Maize,362,547,2327,2506
2130,T0001_YM_20100804110241_02jpg,3648,2736,Maize,698,894,2312,2472
2131,T0001_YM_20100804110241_02jpg,3648,2736,Maize,1789,1903,2452,2639
2132,T0001_YM_20100804110241_02jpg,3648,2736,Maize,1278,1377,1621,1800
2133,T0001_YM_20100804110241_02jpg,3648,2736,Maize,1099,1218,2233,2423
2134,T0001_YM_20100804110241_02jpg,3648,2736,Maize,231,334,1687,1866
2135,T0001_YM_20100804160241_02jpg,3648,2736,Maize,166,317,188,395
2136,T0001_YM_20100804160241_02jpg,3648,2736,Maize,476,595,114,381
2137,T0001_YM_20100804160241_02jpg,3648,2736,Maize,663,817,219,395
2138,T0001_YM_20100804160241_02jpg,3648,2736,Maize,934,1073,429,637
2139,T0001_YM_20100804160241_02jpg,3648,2736,Maize,1221,1320,131,324
2140,T0001_YM_20100804160241_02jpg,3648,2736,Maize,1440,1585,134,341
2141,T0001_YM_20100804160241_02jpg,3648,2736,Maize,1391,1568,472,682
2142,T0001_YM_20100804160241_02jpg,3648,2736,Maize,1747,1861,327,498
2143,T0001_YM_20100804160241_02jpg,3648,2736,Maize,2131,2222,540,739
2144,T0001_YM_20100804160241_02jpg,3648,2736,Maize,254,425,566,827
2145,T0001_YM_20100804160241_02jpg,3648,2736,Maize,109,237,1240,1353
2146,T0001_YM_20100804160241_02jpg,3648,2736,Maize,294,382,1177,1319
2147,T0001_YM_20100804160241_02jpg,3648,2736,Maize,342,496,890,1061
2148,T0001_YM_20100804160241_02jpg,3648,2736,Maize,436,584,1126,1268
2149,T0001_YM_20100804160241_02jpg,3648,2736,Maize,641,828,1018,1208
2150,T0001_YM_20100804160241_02jpg,3648,2736,Maize,1633,1821,984,1251
2151,T0001_YM_20100804160241_02jpg,3648,2736,Maize,1471,1585,1052,1302
2152,T0001_YM_20100804160241_02jpg,3648,2736,Maize,1309,1451,1086,1305
2153,T0001_YM_20100804160241_02jpg,3648,2736,Maize,1008,1212,1109,1268
2154,T0001_YM_20100804160241_02jpg,3648,2736,Maize,1957,2134,1041,1200
2155,T0001_YM_20100804160241_02jpg,3648,2736,Maize,2537,2634,222,424
2156,T0001_YM_20100804160241_02jpg,3648,2736,Maize,2264,2387,626,830
2157,T0001_YM_20100804160241_02jpg,3648,2736,Maize,2648,2716,643,830
2158,T0001_YM_20100804160241_02jpg,3648,2736,Maize,2771,2896,654,853
2159,T0001_YM_20100804160241_02jpg,3648,2736,Maize,2995,3052,148,338
2160,T0001_YM_20100804160241_02jpg,3648,2736,Maize,3100,3191,239,461
2161,T0001_YM_20100804160241_02jpg,3648,2736,Maize,2964,3086,688,853
2162,T0001_YM_20100804160241_02jpg,3648,2736,Maize,2790,2881,995,1194
2163,T0001_YM_20100804160241_02jpg,3648,2736,Maize,2628,2694,1260,1382
2164,T0001_YM_20100804160241_02jpg,3648,2736,Maize,3115,3234,1015,1245
2165,T0001_YM_20100804160241_02jpg,3648,2736,Maize,3370,3510,2403,2585
2166,T0001_YM_20100804160241_02jpg,3648,2736,Maize,2779,2904,1761,1909
2167,T0001_YM_20100804160241_02jpg,3648,2736,Maize,2108,2262,1579,1783
2168,T0001_YM_20100804160241_02jpg,3648,2736,Maize,2316,2426,1789,1985
2169,T0001_YM_20100804160241_02jpg,3648,2736,Maize,2515,2660,1766,1965
2170,T0001_YM_20100804160241_02jpg,3648,2736,Maize,2043,2190,2429,2625
2171,T0001_YM_20100804160241_02jpg,3648,2736,Maize,2549,2648,2523,2617
2172,T0001_YM_20100804160241_02jpg,3648,2736,Maize,2657,2816,2656,2736
2173,T0001_YM_20100804160241_02jpg,3648,2736,Maize,1781,1957,2463,2634
2174,T0001_YM_20100804160241_02jpg,3648,2736,Maize,1622,1727,2526,2642
2175,T0001_YM_20100804160241_02jpg,3648,2736,Maize,1349,1485,2230,2437
2176,T0001_YM_20100804160241_02jpg,3648,2736,Maize,976,1164,1550,1732
2177,T0001_YM_20100804160241_02jpg,3648,2736,Maize,649,828,1587,1781
2178,T0001_YM_20100804160241_02jpg,3648,2736,Maize,243,442,1718,1866
2179,T0001_YM_20100804160241_02jpg,3648,2736,Maize,345,561,2335,2528
2180,T0001_YM_20100804160241_02jpg,3648,2736,Maize,698,882,2261,2460
2181,T0001_YM_20100804160241_02jpg,3648,2736,Maize,1110,1244,2201,2406
2182,T0001_YM_20100804160241_02jpg,3648,2736,Maize,1787,1903,1493,1667
2183,T0001_YM_20100805100238_02jpg,3648,2736,Maize,203,396,97,316
2184,T0001_YM_20100805100238_02jpg,3648,2736,Maize,476,581,74,293
2185,T0001_YM_20100805100238_02jpg,3648,2736,Maize,678,794,202,384
2186,T0001_YM_20100805100238_02jpg,3648,2736,Maize,934,1033,111,279
2187,T0001_YM_20100805100238_02jpg,3648,2736,Maize,1192,1352,102,324
