filename,class,xmin,xmax,ymin,ymax
T0001_XM_20120807100255_01.jpg,Maize,2405,2496,13,118
T0001_XM_20120807100255_01.jpg,Maize,3363,3390,212,410
T0001_XM_20120807100255_01.jpg,Maize,3525,3636,44,178
T0001_XM_20120807100255_01.jpg,Maize,3585,3636,215,407
T0001_XM_20120807100255_01.jpg,Maize,3259,3387,13,121
T0001_XM_20120807120256_01.jpg,Maize,16,120,1455,1634
T0001_XM_20120807120256_01.jpg,Maize,90,187,2202,2346
T0001_XM_20120807120256_01.jpg,Maize,426,580,1529,1684
T0001_XM_20120807120256_01.jpg,Maize,611,735,2376,2551
T0001_XM_20120807120256_01.jpg,Maize,883,1004,2312,2447
T0001_XM_20120807120256_01.jpg,Maize,1206,1370,2635,2675
T0001_XM_20120807120256_01.jpg,Maize,1441,1481,2386,2504
T0001_XM_20120807120256_01.jpg,Maize,1804,1992,2245,2440
T0001_XM_20120807120256_01.jpg,Maize,994,1148,1355,1526
T0001_XM_20120807120256_01.jpg,Maize,1091,1229,1613,1765
T0001_XM_20120807120256_01.jpg,Maize,638,775,1546,1744
T0001_XM_20120807120256_01.jpg,Maize,1888,1999,1341,1529
T0001_XM_20120807120256_01.jpg,Maize,2338,2496,1449,1613
T0001_XM_20120807120256_01.jpg,Maize,2563,2721,1439,1600
T0001_XM_20120807120256_01.jpg,Maize,3195,3347,1499,1650
T0001_XM_20120807120256_01.jpg,Maize,2301,2412,1076,1193
T0001_XM_20120807120256_01.jpg,Maize,2469,2523,770,931
T0001_XM_20120807120256_01.jpg,Maize,2977,3074,847,1079
T0001_XM_20120807120256_01.jpg,Maize,3253,3360,743,918
T0001_XM_20120807120256_01.jpg,Maize,3444,3542,702,857
T0001_XM_20120807120256_01.jpg,Maize,2698,2816,225,370
T0001_XM_20120807120256_01.jpg,Maize,2910,2984,168,387
T0001_XM_20120807120256_01.jpg,Maize,3545,3642,40,168
T0001_XM_20120807120256_01.jpg,Maize,3310,3410,218,383
T0001_XM_20120807120256_01.jpg,Maize,2207,2305,309,477
T0001_XM_20120807120256_01.jpg,Maize,2412,2506,17,121
T0001_XM_20120807120256_01.jpg,Maize,2049,2113,387,541
T0001_XM_20120807120256_01.jpg,Maize,1824,1888,474,602
T0001_XM_20120807120256_01.jpg,Maize,1955,2076,114,242
T0001_XM_20120807120256_01.jpg,Maize,1727,1844,0,91
T0001_XM_20120807120256_01.jpg,Maize,1461,1538,24,158
T0001_XM_20120807120256_01.jpg,Maize,1437,1511,390,595
T0001_XM_20120807120256_01.jpg,Maize,1226,1367,444,642
T0001_XM_20120807120256_01.jpg,Maize,799,896,481,652
T0001_XM_20120807120256_01.jpg,Maize,490,641,592,753
T0001_XM_20120807120256_01.jpg,Maize,140,248,598,719
T0001_XM_20120807120256_01.jpg,Maize,90,190,924,1079
T0001_XM_20120807120256_01.jpg,Maize,32,130,1086,1213
T0001_XM_20120807120256_01.jpg,Maize,2,69,545,662
T0001_XM_20120807120256_01.jpg,Maize,0,53,34,141
T0001_XM_20120807120256_01.jpg,Maize,123,261,20,188
T0001_XM_20120807120256_01.jpg,Maize,382,540,0,81
T0001_XM_20120807120256_01.jpg,Maize,1034,1155,20,222
T0001_XM_20120807120256_01.jpg,Maize,1394,1474,961,1076
T0001_XM_20120807120256_01.jpg,Maize,1558,1639,924,1106
T0001_XM_20120807120256_01.jpg,Maize,3491,3639,2390,2575
T0001_XM_20120807120256_01.jpg,Maize,2513,2641,2410,2615
T0001_XM_20120807120256_01.jpg,Maize,964,1041,464,642
T0001_XM_20120807140256_01.jpg,Maize,9,184,1469,1637
T0001_XM_20120807140256_01.jpg,Maize,83,194,2181,2343
T0001_XM_20120807140256_01.jpg,Maize,601,738,2376,2531
T0001_XM_20120807140256_01.jpg,Maize,869,994,2329,2447
T0001_XM_20120807140256_01.jpg,Maize,1195,1313,2625,2716
T0001_XM_20120807140256_01.jpg,Maize,1427,1488,2403,2504
T0001_XM_20120807140256_01.jpg,Maize,1797,1989,2259,2450
T0001_XM_20120807140256_01.jpg,Maize,2496,2651,2390,2581
T0001_XM_20120807140256_01.jpg,Maize,419,547,1533,1684
T0001_XM_20120807140256_01.jpg,Maize,638,752,1533,1731
T0001_XM_20120807140256_01.jpg,Maize,1014,1132,1361,1513
T0001_XM_20120807140256_01.jpg,Maize,1041,1162,1586,1724
T0001_XM_20120807140256_01.jpg,Maize,1918,2006,1368,1482
T0001_XM_20120807140256_01.jpg,Maize,2369,2466,1425,1576
T0001_XM_20120807140256_01.jpg,Maize,2587,2765,1465,1650
T0001_XM_20120807140256_01.jpg,Maize,2342,2416,1086,1197
T0001_XM_20120807140256_01.jpg,Maize,2463,2530,773,908
T0001_XM_20120807140256_01.jpg,Maize,2987,3098,813,1049
T0001_XM_20120807140256_01.jpg,Maize,3249,3343,756,938
T0001_XM_20120807140256_01.jpg,Maize,3447,3535,655,807
T0001_XM_20120807140256_01.jpg,Maize,3323,3417,225,370
T0001_XM_20120807140256_01.jpg,Maize,3542,3636,40,171
T0001_XM_20120807140256_01.jpg,Maize,2886,2997,185,407
T0001_XM_20120807140256_01.jpg,Maize,2674,2822,192,390
T0001_XM_20120807140256_01.jpg,Maize,2399,2496,0,108
T0001_XM_20120807140256_01.jpg,Maize,2211,2318,296,474
T0001_XM_20120807140256_01.jpg,Maize,2049,2106,363,531
T0001_XM_20120807140256_01.jpg,Maize,1787,1858,481,585
T0001_XM_20120807140256_01.jpg,Maize,1417,1498,400,541
T0001_XM_20120807140256_01.jpg,Maize,1249,1390,491,639
T0001_XM_20120807140256_01.jpg,Maize,795,906,494,635
T0001_XM_20120807140256_01.jpg,Maize,943,1017,481,612
T0001_XM_20120807140256_01.jpg,Maize,486,590,598,756
T0001_XM_20120807140256_01.jpg,Maize,157,187,565,716
T0001_XM_20120807140256_01.jpg,Maize,0,66,538,676
T0001_XM_20120807140256_01.jpg,Maize,0,69,0,161
T0001_XM_20120807140256_01.jpg,Maize,93,254,10,195
T0001_XM_20120807140256_01.jpg,Maize,375,543,0,118
T0001_XM_20120807140256_01.jpg,Maize,1014,1179,40,242
T0001_XM_20120807140256_01.jpg,Maize,1441,1528,27,165
T0001_XM_20120807140256_01.jpg,Maize,1683,1790,0,81
T0001_XM_20120807140256_01.jpg,Maize,1932,2083,124,249
T0001_XM_20120807140256_01.jpg,Maize,16,106,1089,1207
T0001_XM_20120807140256_01.jpg,Maize,73,194,891,1065
T0001_XM_20120807140256_01.jpg,Maize,3182,3310,1479,1667
T0001_XM_20120807140256_01.jpg,Maize,3511,3648,2403,2598
T0001_XM_20120807160253_01.jpg,Maize,46,201,2188,2373
T0001_XM_20120807160253_01.jpg,Maize,584,742,2390,2551
T0001_XM_20120807160253_01.jpg,Maize,826,967,2279,2447
T0001_XM_20120807160253_01.jpg,Maize,1424,1508,2413,2511
T0001_XM_20120807160253_01.jpg,Maize,1192,1310,2652,2692
T0001_XM_20120807160253_01.jpg,Maize,1747,1908,2269,2450
T0001_XM_20120807160253_01.jpg,Maize,2490,2634,2420,2605
T0001_XM_20120807160253_01.jpg,Maize,3501,3636,2420,2524
T0001_XM_20120807160253_01.jpg,Maize,6,103,1455,1620
T0001_XM_20120807160253_01.jpg,Maize,402,597,1513,1671
T0001_XM_20120807160253_01.jpg,Maize,641,752,1539,1718
T0001_XM_20120807160253_01.jpg,Maize,984,1118,1388,1543
T0001_XM_20120807160253_01.jpg,Maize,1061,1236,1566,1728
T0001_XM_20120807160253_01.jpg,Maize,1874,1999,1341,1469
T0001_XM_20120807160253_01.jpg,Maize,2335,2446,1415,1610
T0001_XM_20120807160253_01.jpg,Maize,2584,2708,1449,1593
T0001_XM_20120807160253_01.jpg,Maize,3209,3323,1452,1681
T0001_XM_20120807160253_01.jpg,Maize,2311,2402,1069,1170
T0001_XM_20120807160253_01.jpg,Maize,2453,2526,763,867
T0001_XM_20120807160253_01.jpg,Maize,2970,3071,850,1072
T0001_XM_20120807160253_01.jpg,Maize,3239,3347,763,931
T0001_XM_20120807160253_01.jpg,Maize,3434,3515,655,827
T0001_XM_20120807160253_01.jpg,Maize,22,90,1086,1223
T0001_XM_20120807160253_01.jpg,Maize,66,160,901,1042
T0001_XM_20120807160253_01.jpg,Maize,0,39,555,666
T0001_XM_20120807160253_01.jpg,Maize,147,194,605,699
T0001_XM_20120807160253_01.jpg,Maize,490,631,598,763
T0001_XM_20120807160253_01.jpg,Maize,832,916,524,739
T0001_XM_20120807160253_01.jpg,Maize,1253,1343,440,592
T0001_XM_20120807160253_01.jpg,Maize,1417,1508,437,545
T0001_XM_20120807160253_01.jpg,Maize,1394,1481,938,1029
T0001_XM_20120807160253_01.jpg,Maize,1256,1303,1049,1163
T0001_XM_20120807160253_01.jpg,Maize,1532,1669,941,1072
T0001_XM_20120807160253_01.jpg,Maize,1797,1848,484,571
T0001_XM_20120807160253_01.jpg,Maize,2016,2103,370,534
T0001_XM_20120807160253_01.jpg,Maize,2214,2274,266,454
T0001_XM_20120807160253_01.jpg,Maize,2389,2496,0,124
T0001_XM_20120807160253_01.jpg,Maize,2708,2809,188,370
T0001_XM_20120807160253_01.jpg,Maize,2883,2960,178,380
T0001_XM_20120807160253_01.jpg,Maize,3535,3646,50,222
T0001_XM_20120807160253_01.jpg,Maize,3330,3397,208,373
T0001_XM_20120807160253_01.jpg,Maize,1051,1162,3,185
T0001_XM_20120807160253_01.jpg,Maize,127,244,54,208
T0001_XM_20120807160253_01.jpg,Maize,0,66,44,151
T0001_XM_20120807160253_01.jpg,Maize,359,527,0,87
T0001_XM_20120807160253_01.jpg,Maize,1431,1555,13,161
T0001_XM_20120807160253_01.jpg,Maize,1710,1784,0,81
T0001_XM_20120807160253_01.jpg,Maize,1935,2042,111,232
T0001_XM_20120808090256_01.jpg,Maize,16,140,1462,1637
T0001_XM_20120808090256_01.jpg,Maize,12,113,2131,2279
T0001_XM_20120808090256_01.jpg,Maize,607,769,2380,2497
T0001_XM_20120808090256_01.jpg,Maize,876,1007,2272,2413
T0001_XM_20120808090256_01.jpg,Maize,1212,1360,2632,2689
T0001_XM_20120808090256_01.jpg,Maize,1404,1545,2373,2507
T0001_XM_20120808090256_01.jpg,Maize,1817,1965,2276,2450
T0001_XM_20120808090256_01.jpg,Maize,2459,2641,2386,2568
T0001_XM_20120808090256_01.jpg,Maize,3515,3619,2292,2491
T0001_XM_20120808090256_01.jpg,Maize,369,523,1523,1684
T0001_XM_20120808090256_01.jpg,Maize,634,745,1479,1687
T0001_XM_20120808090256_01.jpg,Maize,984,1155,1398,1550
T0001_XM_20120808090256_01.jpg,Maize,1122,1256,1607,1771
T0001_XM_20120808090256_01.jpg,Maize,1908,2059,1321,1469
T0001_XM_20120808090256_01.jpg,Maize,2369,2540,1398,1590
T0001_XM_20120808090256_01.jpg,Maize,2607,2732,1398,1546
T0001_XM_20120808090256_01.jpg,Maize,3108,3300,1435,1617
T0001_XM_20120808090256_01.jpg,Maize,43,153,1102,1237
T0001_XM_20120808090256_01.jpg,Maize,69,160,894,1062
T0001_XM_20120808090256_01.jpg,Maize,0,36,541,649
T0001_XM_20120808090256_01.jpg,Maize,140,224,524,659
T0001_XM_20120808090256_01.jpg,Maize,456,621,568,726
T0001_XM_20120808090256_01.jpg,Maize,839,916,531,676
T0001_XM_20120808090256_01.jpg,Maize,927,1017,387,578
T0001_XM_20120808090256_01.jpg,Maize,775,856,1143,1230
T0001_XM_20120808090256_01.jpg,Maize,1226,1273,951,1113
T0001_XM_20120808090256_01.jpg,Maize,1427,1505,884,1018
T0001_XM_20120808090256_01.jpg,Maize,1572,1666,931,1076
T0001_XM_20120808090256_01.jpg,Maize,1273,1367,390,618
T0001_XM_20120808090256_01.jpg,Maize,1397,1501,343,558
T0001_XM_20120808090256_01.jpg,Maize,1737,1864,376,511
T0001_XM_20120808090256_01.jpg,Maize,2053,2123,309,481
T0001_XM_20120808090256_01.jpg,Maize,0,53,30,175
T0001_XM_20120808090256_01.jpg,Maize,123,251,30,198
T0001_XM_20120808090256_01.jpg,Maize,1051,1162,17,205
T0001_XM_20120808090256_01.jpg,Maize,1411,1488,3,121
T0001_XM_20120808090256_01.jpg,Maize,1706,1827,0,81
T0001_XM_20120808090256_01.jpg,Maize,1901,2026,40,165
T0001_XM_20120808090256_01.jpg,Maize,2190,2264,218,434
T0001_XM_20120808090256_01.jpg,Maize,2429,2513,672,834
T0001_XM_20120808090256_01.jpg,Maize,2930,3101,847,1045
T0001_XM_20120808090256_01.jpg,Maize,3232,3340,763,958
T0001_XM_20120808090256_01.jpg,Maize,3498,3612,608,763
T0001_XM_20120808090256_01.jpg,Maize,2735,2832,188,430
T0001_XM_20120808090256_01.jpg,Maize,2886,2990,165,366
T0001_XM_20120808090256_01.jpg,Maize,2426,2506,0,118
T0001_XM_20120808090256_01.jpg,Maize,3296,3421,128,323
T0001_XM_20120808090256_01.jpg,Maize,3518,3626,30,175
T0001_XM_20120808090256_01.jpg,Maize,3582,3648,212,366
T0001_XM_20120808110251_01.jpg,Maize,19,130,1476,1620
T0001_XM_20120808110251_01.jpg,Maize,416,527,1509,1684
T0001_XM_20120808110251_01.jpg,Maize,604,711,1492,1650
T0001_XM_20120808110251_01.jpg,Maize,604,722,2390,2538
T0001_XM_20120808110251_01.jpg,Maize,873,974,2319,2467
T0001_XM_20120808110251_01.jpg,Maize,994,1138,1398,1573
T0001_XM_20120808110251_01.jpg,Maize,1122,1246,1627,1758
T0001_XM_20120808110251_01.jpg,Maize,1417,1565,2366,2511
T0001_XM_20120808110251_01.jpg,Maize,1202,1387,2625,2692
T0001_XM_20120808110251_01.jpg,Maize,1800,1969,2269,2470
T0001_XM_20120808110251_01.jpg,Maize,1921,2022,1341,1516
T0001_XM_20120808110251_01.jpg,Maize,2342,2500,1435,1610
T0001_XM_20120808110251_01.jpg,Maize,2594,2772,1449,1597
T0001_XM_20120808110251_01.jpg,Maize,3189,3333,1455,1667
T0001_XM_20120808110251_01.jpg,Maize,2288,2395,1029,1170
T0001_XM_20120808110251_01.jpg,Maize,2473,2537,679,867
T0001_XM_20120808110251_01.jpg,Maize,2957,3084,881,1062
T0001_XM_20120808110251_01.jpg,Maize,3229,3340,776,931
T0001_XM_20120808110251_01.jpg,Maize,3495,3599,635,763
T0001_XM_20120808110251_01.jpg,Maize,3595,3648,198,393
T0001_XM_20120808110251_01.jpg,Maize,3542,3648,24,175
T0001_XM_20120808110251_01.jpg,Maize,3337,3437,138,292
T0001_XM_20120808110251_01.jpg,Maize,2876,2984,175,393
T0001_XM_20120808110251_01.jpg,Maize,2718,2819,188,407
T0001_XM_20120808110251_01.jpg,Maize,2211,2315,269,403
T0001_XM_20120808110251_01.jpg,Maize,2409,2516,0,97
T0001_XM_20120808110251_01.jpg,Maize,2009,2120,333,501
T0001_XM_20120808110251_01.jpg,Maize,1938,2042,44,175
T0001_XM_20120808110251_01.jpg,Maize,1737,1848,0,81
T0001_XM_20120808110251_01.jpg,Maize,1787,1868,373,538
T0001_XM_20120808110251_01.jpg,Maize,1374,1501,363,568
T0001_XM_20120808110251_01.jpg,Maize,1222,1350,420,602
T0001_XM_20120808110251_01.jpg,Maize,930,1011,400,565
T0001_XM_20120808110251_01.jpg,Maize,1061,1192,0,195
T0001_XM_20120808110251_01.jpg,Maize,799,910,524,706
T0001_XM_20120808110251_01.jpg,Maize,473,590,612,753
T0001_XM_20120808110251_01.jpg,Maize,66,207,918,1076
T0001_XM_20120808110251_01.jpg,Maize,16,130,1096,1230
T0001_XM_20120808110251_01.jpg,Maize,0,29,588,642
T0001_XM_20120808110251_01.jpg,Maize,103,211,521,669
T0001_XM_20120808110251_01.jpg,Maize,0,86,44,168
T0001_XM_20120808110251_01.jpg,Maize,143,258,50,205
T0001_XM_20120808110251_01.jpg,Maize,3531,3648,2329,2554
T0001_XM_20120808110251_01.jpg,Maize,2496,2634,2403,2595
T0001_XM_20120808120253_01.jpg,Maize,0,137,1506,1630
T0001_XM_20120808120253_01.jpg,Maize,385,530,1486,1650
T0001_XM_20120808120253_01.jpg,Maize,617,742,1486,1650
T0001_XM_20120808120253_01.jpg,Maize,553,711,2380,2531
T0001_XM_20120808120253_01.jpg,Maize,843,974,2282,2417
T0001_XM_20120808120253_01.jpg,Maize,1216,1357,2625,2706
T0001_XM_20120808120253_01.jpg,Maize,1364,1532,2353,2504
T0001_XM_20120808120253_01.jpg,Maize,1800,1938,2306,2417
T0001_XM_20120808120253_01.jpg,Maize,2523,2621,2410,2585
T0001_XM_20120808120253_01.jpg,Maize,3511,3642,2333,2528
T0001_XM_20120808120253_01.jpg,Maize,3182,3303,1429,1644
T0001_XM_20120808120253_01.jpg,Maize,2594,2742,1418,1580
T0001_XM_20120808120253_01.jpg,Maize,2305,2483,1422,1593
T0001_XM_20120808120253_01.jpg,Maize,1905,2042,1324,1502
T0001_XM_20120808120253_01.jpg,Maize,1081,1243,1576,1755
T0001_XM_20120808120253_01.jpg,Maize,943,1135,1385,1556
T0001_XM_20120808120253_01.jpg,Maize,775,866,1139,1250
T0001_XM_20120808120253_01.jpg,Maize,1185,1266,961,1072
T0001_XM_20120808120253_01.jpg,Maize,1390,1448,904,1015
T0001_XM_20120808120253_01.jpg,Maize,1565,1626,931,1055
T0001_XM_20120808120253_01.jpg,Maize,19,110,1102,1220
T0001_XM_20120808120253_01.jpg,Maize,73,160,887,1055
T0001_XM_20120808120253_01.jpg,Maize,0,46,528,632
T0001_XM_20120808120253_01.jpg,Maize,137,258,524,672
T0001_XM_20120808120253_01.jpg,Maize,486,601,588,736
T0001_XM_20120808120253_01.jpg,Maize,809,900,514,666
T0001_XM_20120808120253_01.jpg,Maize,923,1017,380,565
T0001_XM_20120808120253_01.jpg,Maize,1185,1333,417,581
T0001_XM_20120808120253_01.jpg,Maize,1350,1464,333,477
T0001_XM_20120808120253_01.jpg,Maize,1770,1854,373,514
T0001_XM_20120808120253_01.jpg,Maize,1999,2086,370,504
T0001_XM_20120808120253_01.jpg,Maize,2187,2278,255,393
T0001_XM_20120808120253_01.jpg,Maize,2442,2510,689,820
T0001_XM_20120808120253_01.jpg,Maize,2295,2389,1018,1136
T0001_XM_20120808120253_01.jpg,Maize,2937,3118,850,1092
T0001_XM_20120808120253_01.jpg,Maize,3266,3377,733,928
T0001_XM_20120808120253_01.jpg,Maize,3515,3612,598,736
T0001_XM_20120808120253_01.jpg,Maize,2728,2829,212,393
T0001_XM_20120808120253_01.jpg,Maize,2886,2990,175,360
T0001_XM_20120808120253_01.jpg,Maize,3340,3424,134,276
T0001_XM_20120808120253_01.jpg,Maize,3545,3648,208,366
T0001_XM_20120808120253_01.jpg,Maize,3535,3648,30,195
T0001_XM_20120808120253_01.jpg,Maize,2412,2490,0,97
T0001_XM_20120808120253_01.jpg,Maize,1942,2053,44,148
T0001_XM_20120808120253_01.jpg,Maize,1740,1848,0,64
T0001_XM_20120808120253_01.jpg,Maize,1414,1478,0,61
T0001_XM_20120808120253_01.jpg,Maize,1021,1172,13,202
T0001_XM_20120808120253_01.jpg,Maize,147,258,20,192
T0001_XM_20120808120253_01.jpg,Maize,0,73,0,141
T0001_XM_20120808120253_01.jpg,Maize,8,156,2180,2308
T0001_XM_20120808140252_01.jpg,Maize,0,130,2134,2286
T0001_XM_20120808140252_01.jpg,Maize,567,698,2363,2534
T0001_XM_20120808140252_01.jpg,Maize,846,1004,2296,2430
T0001_XM_20120808140252_01.jpg,Maize,1397,1565,2400,2531
T0001_XM_20120808140252_01.jpg,Maize,1844,1982,2296,2417
T0001_XM_20120808140252_01.jpg,Maize,2557,2678,2413,2585
T0001_XM_20120808140252_01.jpg,Maize,3568,3648,2255,2423
T0001_XM_20120808140252_01.jpg,Maize,26,140,1499,1620
T0001_XM_20120808140252_01.jpg,Maize,395,537,1526,1671
T0001_XM_20120808140252_01.jpg,Maize,627,745,1499,1650
T0001_XM_20120808140252_01.jpg,Maize,970,1126,1344,1526
T0001_XM_20120808140252_01.jpg,Maize,1122,1249,1593,1728
T0001_XM_20120808140252_01.jpg,Maize,1958,2042,1287,1452
T0001_XM_20120808140252_01.jpg,Maize,2379,2506,1361,1526
T0001_XM_20120808140252_01.jpg,Maize,2641,2752,1392,1550
T0001_XM_20120808140252_01.jpg,Maize,3202,3340,1439,1593
T0001_XM_20120808140252_01.jpg,Maize,2997,3115,807,985
T0001_XM_20120808140252_01.jpg,Maize,3293,3407,743,891
T0001_XM_20120808140252_01.jpg,Maize,3575,3646,555,713
T0001_XM_20120808140252_01.jpg,Maize,3394,3488,67,232
T0001_XM_20120808140252_01.jpg,Maize,3579,3639,17,131
T0001_XM_20120808140252_01.jpg,Maize,2905,2993,150,334
T0001_XM_20120808140252_01.jpg,Maize,2737,2835,194,393
T0001_XM_20120808140252_01.jpg,Maize,2207,2308,189,354
T0001_XM_20120808140252_01.jpg,Maize,2057,2153,284,416
T0001_XM_20120808140252_01.jpg,Maize,1931,2055,41,158
T0001_XM_20120808140252_01.jpg,Maize,1719,1793,0,62
T0001_XM_20120808140252_01.jpg,Maize,1788,1861,346,489
T0001_XM_20120808140252_01.jpg,Maize,1395,1517,365,540
T0001_XM_20120808140252_01.jpg,Maize,1217,1333,450,589
T0001_XM_20120808140252_01.jpg,Maize,1013,1160,8,191
T0001_XM_20120808140252_01.jpg,Maize,806,930,522,680
T0001_XM_20120808140252_01.jpg,Maize,943,1033,388,504
T0001_XM_20120808140252_01.jpg,Maize,1563,1656,915,1065
T0001_XM_20120808140252_01.jpg,Maize,1413,1491,843,1011
T0001_XM_20120808140252_01.jpg,Maize,1188,1300,920,1042
T0001_XM_20120808140252_01.jpg,Maize,53,160,1045,1207
T0001_XM_20120808140252_01.jpg,Maize,66,204,874,1025
T0001_XM_20120808140252_01.jpg,Maize,496,604,592,766
T0001_XM_20120808140252_01.jpg,Maize,201,318,471,629
T0001_XM_20120808140252_01.jpg,Maize,0,106,504,625
T0001_XM_20120808140252_01.jpg,Maize,127,251,24,232
T0001_XM_20120808140252_01.jpg,Maize,0,56,13,148
T0001_XM_20120808150253_01.jpg,Maize,49,140,2070,2262
T0001_XM_20120808150253_01.jpg,Maize,22,137,1489,1597
T0001_XM_20120808150253_01.jpg,Maize,429,577,1486,1660
T0001_XM_20120808150253_01.jpg,Maize,567,695,2346,2494
T0001_XM_20120808150253_01.jpg,Maize,846,967,2282,2457
T0001_XM_20120808150253_01.jpg,Maize,654,752,1486,1647
T0001_XM_20120808150253_01.jpg,Maize,990,1115,1358,1543
T0001_XM_20120808150253_01.jpg,Maize,1098,1246,1620,1721
T0001_XM_20120808150253_01.jpg,Maize,1458,1535,2366,2534
T0001_XM_20120808150253_01.jpg,Maize,1780,1911,2262,2447
T0001_XM_20120808150253_01.jpg,Maize,1911,2039,1331,1479
T0001_XM_20120808150253_01.jpg,Maize,2338,2446,1418,1580
T0001_XM_20120808150253_01.jpg,Maize,2550,2715,1405,1543
T0001_XM_20120808150253_01.jpg,Maize,2526,2600,2417,2571
T0001_XM_20120808150253_01.jpg,Maize,3162,3289,1445,1627
T0001_XM_20120808150253_01.jpg,Maize,2940,3047,864,1029
T0001_XM_20120808150253_01.jpg,Maize,3232,3323,746,928
T0001_XM_20120808150253_01.jpg,Maize,3585,3648,188,329
T0001_XM_20120808150253_01.jpg,Maize,3511,3616,545,753
T0001_XM_20120808150253_01.jpg,Maize,3337,3434,111,245
T0001_XM_20120808150253_01.jpg,Maize,3521,3648,20,145
T0001_XM_20120808150253_01.jpg,Maize,2879,2984,178,353
T0001_XM_20120808150253_01.jpg,Maize,2705,2822,239,424
T0001_XM_20120808150253_01.jpg,Maize,2436,2530,686,820
T0001_XM_20120808150253_01.jpg,Maize,2291,2409,1039,1163
T0001_XM_20120808150253_01.jpg,Maize,2194,2291,249,413
T0001_XM_20120808150253_01.jpg,Maize,2419,2486,0,101
T0001_XM_20120808150253_01.jpg,Maize,2019,2113,282,474
T0001_XM_20120808150253_01.jpg,Maize,1921,2032,40,165
T0001_XM_20120808150253_01.jpg,Maize,1737,1790,0,91
T0001_XM_20120808150253_01.jpg,Maize,1777,1844,363,484
T0001_XM_20120808150253_01.jpg,Maize,1360,1471,353,518
T0001_XM_20120808150253_01.jpg,Maize,1195,1316,403,575
T0001_XM_20120808150253_01.jpg,Maize,1027,1162,10,198
T0001_XM_20120808150253_01.jpg,Maize,795,916,511,692
T0001_XM_20120808150253_01.jpg,Maize,503,617,585,756
T0001_XM_20120808150253_01.jpg,Maize,73,197,894,1055
T0001_XM_20120808150253_01.jpg,Maize,2,96,1059,1223
T0001_XM_20120808150253_01.jpg,Maize,0,32,551,635
T0001_XM_20120808150253_01.jpg,Maize,103,211,487,666
T0001_XM_20120808150253_01.jpg,Maize,137,258,44,212
T0001_XM_20120808150253_01.jpg,Maize,0,49,13,151
T0001_XM_20120808150253_01.jpg,Maize,3535,3642,2360,2494
T0001_XM_20120808160255_01.jpg,Maize,560,742,2376,2538
T0001_XM_20120808160255_01.jpg,Maize,795,970,2286,2470
T0001_XM_20120808160255_01.jpg,Maize,1380,1548,2390,2538
T0001_XM_20120808160255_01.jpg,Maize,1811,1918,2296,2487
T0001_XM_20120808160255_01.jpg,Maize,2516,2651,2423,2602
T0001_XM_20120808160255_01.jpg,Maize,6,130,1486,1603
T0001_XM_20120808160255_01.jpg,Maize,389,543,1519,1684
T0001_XM_20120808160255_01.jpg,Maize,621,718,1469,1674
T0001_XM_20120808160255_01.jpg,Maize,960,1098,1388,1560
T0001_XM_20120808160255_01.jpg,Maize,1115,1216,1627,1755
T0001_XM_20120808160255_01.jpg,Maize,1915,2002,1344,1482
T0001_XM_20120808160255_01.jpg,Maize,2365,2459,1425,1597
T0001_XM_20120808160255_01.jpg,Maize,2574,2705,1422,1570
T0001_XM_20120808160255_01.jpg,Maize,3158,3316,1472,1671
T0001_XM_20120808160255_01.jpg,Maize,3545,3648,2407,2558
T0001_XM_20120808160255_01.jpg,Maize,2947,3064,884,1092
T0001_XM_20120808160255_01.jpg,Maize,3229,3323,776,958
T0001_XM_20120808160255_01.jpg,Maize,3464,3531,588,723
T0001_XM_20120808160255_01.jpg,Maize,3575,3639,222,376
T0001_XM_20120808160255_01.jpg,Maize,3525,3648,20,171
T0001_XM_20120808160255_01.jpg,Maize,3313,3390,128,306
T0001_XM_20120808160255_01.jpg,Maize,2846,2974,141,329
T0001_XM_20120808160255_01.jpg,Maize,2718,2792,175,410
T0001_XM_20120808160255_01.jpg,Maize,2395,2523,625,847
T0001_XM_20120808160255_01.jpg,Maize,2308,2395,1005,1129
T0001_XM_20120808160255_01.jpg,Maize,2167,2264,232,444
T0001_XM_20120808160255_01.jpg,Maize,2402,2493,0,71
T0001_XM_20120808160255_01.jpg,Maize,2012,2116,329,467
T0001_XM_20120808160255_01.jpg,Maize,1928,2063,30,158
T0001_XM_20120808160255_01.jpg,Maize,1706,1794,0,77
T0001_XM_20120808160255_01.jpg,Maize,1787,1834,339,464
T0001_XM_20120808160255_01.jpg,Maize,1370,1464,366,538
T0001_XM_20120808160255_01.jpg,Maize,1175,1313,447,618
T0001_XM_20120808160255_01.jpg,Maize,1528,1656,934,1086
T0001_XM_20120808160255_01.jpg,Maize,1414,1495,877,1008
T0001_XM_20120808160255_01.jpg,Maize,1206,1279,911,1076
T0001_XM_20120808160255_01.jpg,Maize,792,913,524,709
T0001_XM_20120808160255_01.jpg,Maize,459,611,605,770
T0001_XM_20120808160255_01.jpg,Maize,39,190,924,1069
T0001_XM_20120808160255_01.jpg,Maize,9,127,1099,1207
T0001_XM_20120808160255_01.jpg,Maize,0,53,568,642
T0001_XM_20120808160255_01.jpg,Maize,66,211,494,672
T0001_XM_20120808160255_01.jpg,Maize,0,66,30,165
T0001_XM_20120808160255_01.jpg,Maize,130,254,17,215
